categoryA,featureA,compositionA,compositionC,compositionD,compositionG,compositionH,compositionJ,unit,result,water_quality
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0987874839002954,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0507436538352524,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.020525130691719,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.2160788406672823,Good
catA_4,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0015020376213217,Poor
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0011813990752496,Poor
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.5439914163090129,Good
catA_13,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0012546405030684,Poor
catA_10,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,4.80008797846358e-05,Poor
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0109041776715574,Poor
catA_15,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,0.0001694533185929,Poor
catA_3,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.1748687434371718,Standar
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.5473741385748719,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0425610559263458,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0318148344571558,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0125772908645432,Poor
catA_10,62334.0,0.0,40.14,5.84,2.37,13.94,18.38,unit_4,0.0393735080407397,Poor
catA_8,62334.0,0.0,40.14,5.84,2.37,13.94,18.38,unit_9,0.0027347215904075,Poor
catA_15,62334.0,0.0,40.14,5.84,2.37,13.94,18.38,unit_4,0.0216396136431654,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0658755935194372,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0110361997120994,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0004919901995099,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.1499897003134538,Standar
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1441269793166148,Standar
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0052091144557227,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0244622705315668,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.6180873816070882,Good
catA_22,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_15,0.190712823742423,Standar
catA_4,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0434646772249897,Poor
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.5450643776824033,Good
catA_22,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_15,0.2524010076359914,Good
catA_4,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.1374012517552382,Standar
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0855862793139656,Poor
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.5458339692176218,Good
catA_20,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0680208465655695,Poor
catA_14,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0049761345556481,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0355329949238578,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0228172389286952,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.3648068669527897,Good
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0921030381089476,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0003127647437405,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0072443336289098,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0443122156107805,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.7023050548256783,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0726485339798469,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0554072317022484,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0633029774982953,Poor
catA_16,62334.0,0.0,40.14,5.84,2.37,13.94,18.38,unit_2,0.000239224908108,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.7606137760124924,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.1248095204782993,Standar
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0115124493039218,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.7708184811759515,Good
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0095438151907595,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0430250776573982,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0165229288188662,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0081103498494242,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0156328856764476,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0004208246442029,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0204309114326842,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0019600980049002,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0378946315734345,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0417434654140465,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0396072429729524,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1064633214833363,Standar
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0436466398969618,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0248834305629214,Poor
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.5431382138595671,Good
catA_5,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0735752708538525,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0245557390711417,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0045428631431571,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0003342211490384,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0102438501925096,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1654952647927874,Standar
catA_38,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.7719379094541445e-05,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1859934843548753,Standar
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0330031580902235,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.010827203360168,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0439372682834125,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0712835820895522,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.002776800840042,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0055974518725936,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0147381492772619,Poor
catA_50,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,3.533456198823493e-07,Poor
catA_82,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.088070605778357e-05,Poor
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_18,0.0,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0085632761638081,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.2810252307988094,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0218955981513751,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0057611620581029,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0002847327406431,Poor
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.5222963480633893,Good
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0299436841422822,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.6876226363852396,Good
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,8.417103779859409e-05,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0577664382814249,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0302295628456701,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.7744882370913537,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0321870354412214,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.3056294653432714,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0287142965376164,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0137448792439622,Poor
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.5597283390333244,Good
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0165583426386953,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0381986514129858,Poor
catA_64,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_65,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_58,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_40,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_68,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_38,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.733661759356743e-05,Poor
catA_18,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0043851806955072,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.207066614939352,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.019117599818168,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0537539354118689,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0113731370441959,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1509393135843624,Standar
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0271087749896144,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0734882639084315,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1640221228880975,Standar
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0184255578582816,Poor
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.6237701043903733,Good
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.5208755364806866,Good
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0080321557817263,Poor
catA_2,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_1,0.0062536506825341,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.4496781115879827,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1227899083263883,Standar
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0560673324871784,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.003174792745938,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0271699277715442,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0246567467232366,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0216013609319156,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0892294870823547,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0297925006173867,Poor
catA_85,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_79,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0061232593035177,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0125772908645432,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.5605493562231759,Good
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0061603080154007,Poor
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.0247065415411868,Poor
catA_102,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_140,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_135,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,3.658581202209783e-05,Poor
catA_17,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_12,0.4015233662623782,Good
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.6327289959564913,Good
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0013860693034651,Poor
catA_8,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_9,0.0038078596986753,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0012305873293664,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.833567573072614,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0180965492616841,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0459410561406167,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0138966074596988,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0027127163352185,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0055769408470423,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.8560002715823065,Good
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0021934476723836,Poor
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_18,0.0,Poor
catA_14,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.003333585877718,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0071754377626745,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0286041063716948,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0968197402955415,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.2698673250335326,Good
catA_117,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_3,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0068603430171508,Poor
catA_131,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_20,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.1296301382561257,Standar
catA_30,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_2,7.077544663039635e-07,Poor
catA_5,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.400200015152663,Good
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.5926265403808944,Good
catA_22,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_15,0.447532079036448,Good
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.8243201955392606,Good
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.0574608519043401,Poor
catA_10,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,0.0233636418377792,Poor
catA_3,62334.0,0.0,40.14,5.84,2.37,13.94,18.38,unit_1,0.1738186909345467,Standar
catA_18,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0290779604515493,Poor
catA_3,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.1350787539376969,Standar
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.4907831754761176,Good
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.4398614930237296,Good
catA_22,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_15,0.3887959537117216,Good
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.3091952076173604,Good
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.5734978540772532,Good
catA_5,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0386908099098416,Poor
catA_20,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0530004703523522,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.0626320175770891,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.045115539055989,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.0183862413819228,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.0558375634517766,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.0172073641942571,Poor
catA_2,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_1,0.0067336646832341,Poor
catA_11,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.1187211152360027,Standar
catA_5,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.1635729979543904,Standar
catA_2,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_1,0.0031361568078403,Poor
catA_3,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_1,0.0096838221911095,Poor
catA_2,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_1,0.0075382709135456,Poor
catA_5,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.1325706492916129,Standar
catA_4,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_3,0.0213066182352517,Poor
catA_3,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_1,0.0360798039901995,Poor
catA_11,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.128765209485567,Standar
catA_4,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_3,0.0202637749724483,Poor
catA_11,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.1510720509129479,Standar
catA_5,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.1041745586786877,Standar
catA_11,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.12336783089628,Standar
catA_11,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.0894934464732176,Poor
catA_5,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.1150087127812713,Standar
catA_2,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_1,0.008176408820441,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0328473369194635,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0176945829229487,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.447068669527897,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0338607470262898,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0314448064247291,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1084734179105334,Standar
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.4757510729613734,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0228306083794226,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0213377983180543,Poor
catA_4,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_3,0.0168858211081776,Poor
catA_5,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.112340934919312,Standar
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,4.4300042576162505e-05,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0302295628456701,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0066901225061253,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,6.202048489724321e-05,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0302295628456701,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0005985915295764,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0085121244476793,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1160351135130168,Standar
catA_4,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_3,0.02755509473995,Poor
catA_4,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_3,0.0124242543885247,Poor
catA_5,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_0,0.1309011288733994,Standar
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.003174792745938,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0445210406852188,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,8.67808144001756e-05,Poor
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.6951488286529243,Good
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.8300573717622295,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0081989055341009,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.8548256781070718,Good
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0433832866126221,Poor
catA_2,22854.875,0.0,23.86,30.46,7.65,1.61,11.57,unit_1,0.0169478473923696,Poor
catA_6,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_7,0.3269172013443325,Good
catA_6,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_7,0.7168754455647215,Good
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0036324626738999,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0060767366226923,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0022745327023485,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0055471439337873,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.1295462782549974,Standar
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.0287932246862793,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0018807330105986,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0019214709097451,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.00251217044737,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0029195494388354,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0031368182342836,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0028041253912535,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0006314374367713,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.0064742162016486,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.0253175928306574,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.0620626419138898,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.10625768619567,Standar
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0869846256338982,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0123281157663459,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0262629593150996,Poor
catA_8,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_9,0.0019282605596029,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.0138374754893609,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.0128400125147528,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.0660896663455372,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.2118369736601625,Good
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.2508681335361301,Good
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.039139579764512,Poor
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.20713774591954,Good
